gene,gene,log2FC,pvalue,adj_pvalue,regulation,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
ROBO4,ROBO4,-1.6131346666666655,1.9731587535668154e-30,2.6828792927403793e-27,Downregulated,7.475584333333334,9.088719,26.571398866528973,Transcriptional Driver
GOLM1,GOLM1,1.0135905833333299,2.1511977691537526e-30,2.7529004392905816e-27,Upregulated,7.757884499999998,6.744293916666668,26.56020949490837,Transcriptional Driver
DENND3,DENND3,-1.140281916666667,3.4370313082197766e-30,4.1540342283511804e-27,Downregulated,7.278871083333333,8.419153,26.381529929292782,Transcriptional Driver
RASIP1,RASIP1,-1.172337333333335,3.96329356142489e-30,4.537971127831499e-27,Downregulated,5.937057083333333,7.109394416666668,26.343138271576546,Transcriptional Driver
EFNA4,EFNA4,1.6109275000000007,7.186754139783361e-30,7.817391815549352e-27,Upregulated,8.342783166666667,6.731855666666666,26.10693812022063,Transcriptional Driver
GPIHBP1,GPIHBP1,-2.2897235,1.2645320825713262e-29,1.309995021730438e-26,Downregulated,6.9358328333333334,9.225556333333333,25.88273035475577,Transcriptional Driver
TNNC1,TNNC1,-3.117189333333335,2.791501408074324e-29,2.760414233302587e-26,Downregulated,6.577323166666665,9.6945125,25.55902574194245,Transcriptional Driver
HIGD1B,HIGD1B,-1.897787000000001,8.174128723171066e-29,7.731659581416807e-26,Downregulated,7.840963500000001,9.738750500000002,25.111727275849752,Transcriptional Driver
CLIC5,CLIC5,-1.8177550333333308,9.116717737450921e-29,8.2639247657602e-26,Downregulated,6.347799566666668,8.165554599999998,25.08281364525948,Transcriptional Driver
TEK,TEK,-1.3292563333333334,1.2230226291016906e-28,1.0642742918442911e-25,Downregulated,6.527716749999999,7.856973083333332,24.97294642835446,Transcriptional Driver
CCDC85A,CCDC85A,-1.3529445833333327,1.3955527901575573e-28,1.1677019596106792e-25,Downregulated,5.847276666666667,7.200221249999999,24.93266799096817,Transcriptional Driver
CCM2L,CCM2L,-0.8146049999999994,2.123335102205102e-28,1.7108575980915553e-25,Not Significant,6.927885916666666,7.742490916666665,24.766786137119777,Not Significant
FAM107A,FAM107A,-3.0469695000000003,2.6665025270292276e-28,2.0717772312686016e-25,Downregulated,7.776103249999998,10.823072749999998,24.68365694411599,Transcriptional Driver
ECSCR,ECSCR,-1.7746336666666647,5.328903328725708e-28,3.997596272980268e-25,Downregulated,7.905811388888889,9.680445055555554,24.398201068464623,Transcriptional Driver
CLEC14A,CLEC14A,-1.5660898333333364,5.625910864761885e-28,4.079723028763161e-25,Downregulated,7.9964355000000005,9.562525333333337,24.389369320038266,Transcriptional Driver
STX11,STX11,-2.164438833333331,6.820720371010003e-28,4.7866055377846e-25,Downregulated,6.1794289166666685,8.34386775,24.319972361075013,Transcriptional Driver
C10orf54,C10orf54,-1.118345666666662,1.77103383534918e-27,1.2040262840006691e-24,Downregulated,7.480693666666668,8.59903933333333,23.919364032287614,Transcriptional Driver
PECAM1,PECAM1,-1.3357831000000022,1.9386756417668707e-27,1.2780572298981295e-24,Downregulated,8.948787299999998,10.2845704,23.89344969854658,Transcriptional Driver
ARRB1,ARRB1,-1.0660246904761914,2.8096686777554547e-27,1.797774767193233e-24,Downregulated,7.814464333333331,8.880489023809522,23.745264719439472,Transcriptional Driver
PALM2-AKAP2,PALM2-AKAP2,-1.4536630416666618,3.194196365442244e-27,1.9854211980056006e-24,Downregulated,8.375744500000001,9.829407541666663,23.702147345543178,Transcriptional Driver
FGD5,FGD5,-1.2205811666666682,4.7146884776019746e-27,2.8491124397286378e-24,Downregulated,7.386541333333331,8.6071225,23.545290411065857,Transcriptional Driver
ADAMTS8,ADAMTS8,-1.5627516111111115,5.089906450273931e-27,2.992727427721875e-24,Downregulated,6.440027222222223,8.002778833333334,23.5239328361257,Transcriptional Driver
CDH5,CDH5,-2.202565500000004,6.800598185029717e-27,3.893342460929513e-24,Downregulated,7.980080166666665,10.18264566666667,23.409677393777184,Transcriptional Driver
ARHGEF26,ARHGEF26,-2.1870105555555552,8.866916714804898e-27,4.822494328264514e-24,Downregulated,5.996952111111113,8.183962666666668,23.31672827445751,Transcriptional Driver
TAL1,TAL1,-0.7076481666666679,8.652631062869756e-27,4.822494328264514e-24,Not Significant,6.211731125,6.919379291666668,23.31672827445751,Not Significant
SSR4,SSR4,0.9287583333333345,9.102436630951192e-27,4.829841680642517e-24,Not Significant,12.80199166666667,11.873233333333335,23.316067104931765,Not Significant
PTPRB,PTPRB,-1.6609583333333298,2.1448694578977237e-26,1.1109913108705947e-23,Downregulated,6.450105583333334,8.111063916666664,22.954289337688934,Transcriptional Driver
KL,KL,-2.2730761666666677,2.3770536611922462e-26,1.20262331161017e-23,Downregulated,4.662784666666667,6.935860833333335,22.919870382059173,Transcriptional Driver
SPP1,SPP1,2.779812333333333,2.721549630395171e-26,1.3456207320283397e-23,Upregulated,8.60363575,5.823823416666667,22.871077330303486,Transcriptional Driver
PYCR1,PYCR1,1.3149588333333302,3.3241114042828866e-26,1.6070231911149822e-23,Upregulated,8.581496499999997,7.266537666666666,22.79397785584363,Transcriptional Driver
GNG11,GNG11,-2.02649025,3.962319474124703e-26,1.8739186991213676e-23,Downregulated,6.82377475,8.850265,22.727249255117872,Transcriptional Driver
AGTPBP1,AGTPBP1,-0.9938734166666645,4.108483003413062e-26,1.9017031433883228e-23,Not Significant,6.931051999999999,7.924925416666664,22.720857275647987,Not Significant
CTHRC1,CTHRC1,3.1931609999999973,4.23516430245552e-26,1.9194999874983302e-23,Upregulated,11.052559499999996,7.859398499999998,22.71681188637513,Transcriptional Driver
EDNRB,EDNRB,-2.9648973888888888,4.7764052805626995e-26,2.1206264669110518e-23,Downregulated,7.136175055555555,10.101072444444444,22.67353582259411,Transcriptional Driver
CORO2B,CORO2B,-1.5707301666666647,5.0098082559106316e-26,2.179767572146716e-23,Downregulated,5.338164666666668,6.908894833333332,22.66158981259523,Transcriptional Driver
FLJ30901,FLJ30901,-0.9181606666666662,5.449566910977269e-26,2.3246142774178524e-23,Not Significant,6.587415333333333,7.505576,22.633649099155207,Not Significant
FABP4,FABP4,-2.5435275833333275,5.604280692779905e-26,2.344637047527439e-23,Downregulated,6.83177741666667,9.375304999999997,22.629924377023915,Transcriptional Driver
SERTM1,SERTM1,-2.7189875,6.40928444665708e-26,2.6308298705099014e-23,Downregulated,4.10036,6.8193475,22.57990723579409,Transcriptional Driver
SH2D3C,SH2D3C,-1.037443722222224,8.250727666305506e-26,3.323973710749561e-23,Downregulated,6.4754254444444435,7.512869166666667,22.47834241970187,Transcriptional Driver
ARHGAP31,ARHGAP31,-1.0251367499999988,8.584136997501817e-26,3.3954163705573096e-23,Downregulated,6.410018666666668,7.4351554166666665,22.469106961781762,Transcriptional Driver
COL10A1,COL10A1,4.028262666666667,9.935638396913144e-26,3.859818095086526e-23,Upregulated,9.418602000000002,5.390339333333334,22.41343316220951,Transcriptional Driver
MME,MME,-2.299139416666664,1.1034996056457042e-25,4.211690161547771e-23,Downregulated,6.433540416666668,8.732679833333332,22.375543585748552,Transcriptional Driver
OCIAD2,OCIAD2,1.7881208333333323,1.7618391829541462e-25,6.608415762959905e-23,Upregulated,11.192217333333332,9.4040965,22.179902641553422,Transcriptional Driver
LINC00968,LINC00968,-2.3295396666666655,2.251140880035024e-25,8.300605058502025e-23,Downregulated,5.155961833333335,7.485501500000001,22.080890249311732,Transcriptional Driver
FAM189A2,FAM189A2,-1.7958603333333327,2.6187416115018977e-25,9.339462911184228e-23,Downregulated,7.4629509999999994,9.258811333333332,22.02967809822556,Transcriptional Driver
QKI,QKI,-0.8605923166666694,2.5865729221910826e-25,9.339462911184228e-23,Not Significant,7.743709083333333,8.604301400000002,22.02967809822556,Not Significant
SEMA6A,SEMA6A,-1.0413385333333354,3.4366650512343406e-25,1.2058814224129528e-22,Downregulated,5.807221033333332,6.848559566666667,21.918695395449266,Transcriptional Driver
S1PR1,S1PR1,-1.9871193333333297,3.5077202556107735e-25,1.211277050171625e-22,Downregulated,7.874105666666668,9.861224999999997,21.9167565111927,Transcriptional Driver
MMRN2,MMRN2,-1.3907703888888916,3.825853150056792e-25,1.300491176241961e-22,Downregulated,6.543677277777776,7.934447666666667,21.885892590121262,Transcriptional Driver
SH3GL3,SH3GL3,-0.5032327777777761,4.080327170183909e-25,1.365654116728476e-22,Not Significant,5.272265111111111,5.7754978888888875,21.864659281779907,Not Significant
DENND2A,DENND2A,-1.0477300555555562,4.312554050276039e-25,1.4215092933902306e-22,Downregulated,6.386333944444442,7.4340639999999985,21.847250296680606,Transcriptional Driver
ASPA,ASPA,-1.212006166666666,4.674356082249361e-25,1.5177703965572365e-22,Downregulated,5.395953666666667,6.607959833333333,21.81879392214947,Transcriptional Driver
ADIRF,ADIRF,-2.5663539999999916,4.845350846866532e-25,1.5501559951997267e-22,Downregulated,9.253195166666671,11.819549166666663,21.809624595735816,Transcriptional Driver
MYCT1,MYCT1,-1.4449854166666691,5.278837644703137e-25,1.664363955949518e-22,Downregulated,6.246019416666666,7.691004833333335,21.778751698011106,Transcriptional Driver
KCNK3,KCNK3,-1.7775064999999968,5.862418452095875e-25,1.8066370084503134e-22,Downregulated,6.649631611111114,8.42713811111111,21.743129097612325,Transcriptional Driver
TMED3,TMED3,0.3887977083333318,5.896172263846116e-25,1.8066370084503134e-22,Not Significant,6.054209708333334,5.665412000000003,21.743129097612325,Not Significant
GRIA1,GRIA1,-1.3191940000000022,6.204288570772466e-25,1.8746430257938195e-22,Downregulated,4.662157833333333,5.981351833333335,21.727081419503076,Transcriptional Driver
STXBP6,STXBP6,-1.955047374999996,6.708410046316267e-25,1.9991980898302793e-22,Downregulated,5.564320666666669,7.519368041666665,21.699144171835872,Transcriptional Driver
TIE1,TIE1,-0.9649315833333372,7.513383012056094e-25,2.208833073341626e-22,Not Significant,5.859101583333332,6.824033166666669,21.655837103533663,Not Significant
EXOSC7,EXOSC7,-0.9373414444444439,7.652974837230935e-25,2.219872901119453e-22,Not Significant,8.71321338888889,9.650554833333334,21.65367189037938,Not Significant
TCF21,TCF21,-2.1343636666666645,9.094133221587452e-25,2.6031956346794083e-22,Downregulated,7.236311666666668,9.370675333333333,21.584493192678664,Transcriptional Driver
PLAC9,PLAC9,-1.227621833333333,1.0727979508874436e-24,3.0310025222800434e-22,Downregulated,6.946034583333334,8.173656416666667,21.51841370222959,Transcriptional Driver
ALDH18A1,ALDH18A1,0.9781324166666696,1.1018282936161316e-24,3.0731121189255054e-22,Not Significant,9.08721816666667,8.10908575,21.51242159472494,Not Significant
LDB2,LDB2,-1.0841715833333323,1.2784871012176445e-24,3.520694542656944e-22,Downregulated,6.702181416666667,7.786352999999999,21.453371652917074,Transcriptional Driver
CLEC1A,CLEC1A,-1.4643281666666663,1.3759265583174379e-24,3.7416602845244827e-22,Downregulated,6.425006833333332,7.889334999999998,21.426935645818865,Transcriptional Driver
SASH1,SASH1,-1.3738987777777751,1.5043800742025015e-24,4.04046771781178e-22,Downregulated,9.175521111111113,10.549419888888888,21.39356835877369,Transcriptional Driver
SEMA5A,SEMA5A,-1.564273666666666,2.1095028558438966e-24,5.596613979132192e-22,Downregulated,7.412331111111112,8.976604777777778,21.252074647089035,Transcriptional Driver
EMCN,EMCN,-2.479932944444445,2.235194830864224e-24,5.858634162102554e-22,Downregulated,7.218298888888888,9.698231833333333,21.232203620330193,Transcriptional Driver
SLC50A1,SLC50A1,1.1263851666666653,2.7815641269316505e-24,7.203919950166435e-22,Upregulated,9.256154166666667,8.129769000000001,21.142431121698444,Transcriptional Driver
ESAM,ESAM,-1.531428666666665,3.1258121814534858e-24,8.000240471473009e-22,Downregulated,8.188579833333336,9.7200085,21.09689695877503,Transcriptional Driver
CLDN5,CLDN5,-2.1116110000000017,5.886886841146218e-24,1.4891770142922788e-21,Downregulated,8.607790500000002,10.719401500000004,20.82705367581321,Transcriptional Driver
FAM46B,FAM46B,-1.7337636666666683,6.5727865120984695e-24,1.6435743743758874e-21,Downregulated,7.019989499999999,8.753753166666668,20.784210638616,Transcriptional Driver
ARHGAP6,ARHGAP6,-1.0612554999999952,7.084926038646706e-24,1.751506431485899e-21,Downregulated,5.848346583333336,6.909602083333331,20.75658826362536,Transcriptional Driver
STARD13,STARD13,-0.6975400833333332,7.477806339235157e-24,1.8278615383152903e-21,Not Significant,5.758560000000001,6.456100083333334,20.738056705441974,Not Significant
ADAMTSL3,ADAMTSL3,-1.1268529166666656,8.208259181404116e-24,1.9841186499049618e-21,Downregulated,6.166331749999999,7.293184666666664,20.7024323606807,Transcriptional Driver
LIN7A,LIN7A,-1.0327669166666666,1.092623244099474e-23,2.612089964327918e-21,Downregulated,4.671990708333333,5.704757625,20.58301186938075,Transcriptional Driver
ANKRD29,ANKRD29,-2.4160680833333297,1.1053546317595081e-23,2.613803262383489e-21,Downregulated,6.355727833333336,8.771795916666665,20.582727104313513,Transcriptional Driver
ADRB1,ADRB1,-1.6659434999999991,1.2470674048670521e-23,2.9171990745035182e-21,Downregulated,5.603647777777778,7.269591277777777,20.535033932891185,Transcriptional Driver
JAM2,JAM2,-1.9205486666666616,1.434068148923116e-23,3.318952402108765e-21,Downregulated,7.1884905,9.109039166666662,20.478998975867906,Transcriptional Driver
RAMP3,RAMP3,-2.007697500000001,1.7268142889757552e-23,3.95440472175448e-21,Downregulated,8.117021333333332,10.124718833333333,20.402918883977915,Transcriptional Driver
EMP2,EMP2,-1.4805085000000044,1.839429372995362e-23,4.168415209324385e-21,Downregulated,9.695812749999998,11.176321250000003,20.380029028159285,Transcriptional Driver
ST6GALNAC5,ST6GALNAC5,-1.369662111111106,1.953319139974096e-23,4.380871947436749e-21,Downregulated,5.773719500000002,7.143381611111108,20.35843944103191,Transcriptional Driver
MASP1,MASP1,-0.2946300000000024,2.0937277307513775e-23,4.647861916581247e-21,Not Significant,5.661889566666667,5.956519566666669,20.332746782889156,Not Significant
FOXF1,FOXF1,-2.0115780000000045,2.4108573203953732e-23,5.29779808133347e-21,Downregulated,7.971973166666664,9.983551166666668,20.275904598291294,Transcriptional Driver
KIAA1462,KIAA1462,-1.9557638333333314,2.4365585395426568e-23,5.3007331027750506e-21,Downregulated,6.473153777777779,8.42891761111111,20.275664062385555,Transcriptional Driver
FMO2,FMO2,-2.470031333333333,2.465502933670633e-23,5.3105956754460014e-21,Downregulated,8.872433166666665,11.342464499999998,20.274856762524955,Transcriptional Driver
FUT2,FUT2,1.3380789166666718,2.692527036711105e-23,5.641430092255908e-21,Upregulated,7.545621500000004,6.207542583333332,20.248610789199773,Transcriptional Driver
CAV1,CAV1,-2.4321655833333313,2.706757628644209e-23,5.641430092255908e-21,Downregulated,10.589749583333333,13.021915166666664,20.248610789199773,Transcriptional Driver
PTGFRN,PTGFRN,1.292701916666668,2.7228230737157914e-23,5.641430092255908e-21,Upregulated,9.084228333333336,7.791526416666668,20.248610789199773,Transcriptional Driver
ADRA1A,ADRA1A,-0.48842126666666896,2.6547523190764134e-23,5.641430092255908e-21,Not Significant,4.277959833333331,4.7663811,20.248610789199773,Not Significant
CYYR1,CYYR1,-1.7355800000000015,2.830190953367118e-23,5.808566433066193e-21,Downregulated,7.309855833333333,9.045435833333334,20.235931039215657,Transcriptional Driver
CDH19,CDH19,-0.8679175555555583,3.081255237511608e-23,6.264739036641591e-21,Not Significant,4.843792444444444,5.711710000000002,20.203097015221633,Not Significant
PKNOX2,PKNOX2,-0.7207433749999987,4.021634509699504e-23,8.100986922084509e-21,Not Significant,6.534918875000001,7.255662249999999,20.09146206893545,Not Significant
CBFA2T3,CBFA2T3,-1.156084166666667,5.382253473065867e-23,1.0742286633628252e-20,Downregulated,6.066934833333335,7.223019000000002,19.968903263639696,Transcriptional Driver
PEAR1,PEAR1,-1.530818166666669,6.63323100203014e-23,1.3118721859015063e-20,Downregulated,6.409069666666666,7.939887833333335,19.882108475678105,Transcriptional Driver
GPR146,GPR146,-1.6406326666666686,6.731299488882012e-23,1.3192740574831366e-20,Downregulated,6.615515833333333,8.256148500000002,19.879664977547343,Transcriptional Driver
LOC100996760,LOC100996760,-1.5960196666666677,7.664326887348868e-23,1.488727066377452e-20,Downregulated,5.532320500000001,7.128340166666669,19.82718491570056,Transcriptional Driver
ENC1,ENC1,1.2556280000000024,8.143897397956804e-23,1.5678804238278787e-20,Upregulated,8.776222416666668,7.520594416666666,19.804687062347988,Transcriptional Driver
HEG1,HEG1,-1.4272283333333302,8.653596788275062e-23,1.6513947204291577e-20,Downregulated,9.232673166666668,10.659901499999998,19.78214910819363,Transcriptional Driver
AMOTL1,AMOTL1,-0.6732467500000006,9.433133141498946e-23,1.7845027086374746e-20,Not Significant,6.930333500000001,7.603580250000001,19.74848278850663,Not Significant
WFS1,WFS1,-1.1188513333333354,1.0555112254738613e-22,1.979538509498608e-20,Downregulated,8.308963999999998,9.427815333333333,19.703436045162057,Transcriptional Driver
WWC2,WWC2,-1.050852916666667,1.332556596117297e-22,2.4777580126950254e-20,Downregulated,6.132477624999999,7.183330541666666,19.605941110745672,Transcriptional Driver
RGCC,RGCC,-1.2299113333333356,1.6240908748892717e-22,2.9942455070522125e-20,Downregulated,7.007062666666666,8.236974000000002,19.523712593442937,Transcriptional Driver
ICAM2,ICAM2,-1.3332446666666602,1.8275377370883548e-22,3.341015417677072e-20,Downregulated,9.356016333333336,10.689260999999997,19.47612152023238,Transcriptional Driver
VWF,VWF,-1.0623625833333339,1.9370916657441147e-22,3.5117857656886015e-20,Downregulated,8.032754666666666,9.09511725,19.454471985823215,Transcriptional Driver
LIMS2,LIMS2,-1.2249258333333337,2.0360361940528544e-22,3.6606584629437895e-20,Downregulated,7.918369333333331,9.143295166666665,19.436440788621365,Transcriptional Driver
LYVE1,LYVE1,-2.4127718333333306,2.2628283513340793e-22,4.035068096989582e-20,Downregulated,6.261993916666668,8.674765749999999,19.394149131599345,Transcriptional Driver
GGCT,GGCT,1.1696894999999934,2.4452510609498687e-22,4.32491356349304e-20,Upregulated,11.258943499999997,10.089254000000004,19.36402256779989,Transcriptional Driver
RSPO1,RSPO1,-0.7293483333333324,2.489265044186334e-22,4.3672549222801365e-20,Not Significant,5.415935499999999,6.145283833333331,19.359791457011948,Not Significant
ADGRL2,ADGRL2,-1.161566083333331,3.4222121614025385e-22,5.908748061215256e-20,Downregulated,5.9294743333333315,7.0910404166666625,19.22850452719018,Transcriptional Driver
FCN3,FCN3,-3.405273666666666,3.416213465663919e-22,5.908748061215256e-20,Downregulated,7.712408333333334,11.117682,19.22850452719018,Transcriptional Driver
ANOS1,ANOS1,-1.1909200833333342,3.833631567721596e-22,6.566980689431757e-20,Downregulated,7.115843083333332,8.306763166666666,19.182634260777363,Transcriptional Driver
ANGPTL1,ANGPTL1,-1.683278555555554,4.1094152112550957e-22,6.984400618816766e-20,Downregulated,5.612040666666668,7.295319222222222,19.155870857854676,Transcriptional Driver
GIMAP1-GIMAP5,GIMAP1-GIMAP5,-0.9116827222222232,4.8586334013993685e-22,8.19376508894909e-20,Not Significant,7.28098511111111,8.192667833333333,19.08651649120489,Not Significant
CNTN6,CNTN6,-1.3527338333333354,4.904100912941517e-22,8.206824258541746e-20,Downregulated,5.336204166666666,6.688938000000001,19.085824866486924,Transcriptional Driver
RADIL,RADIL,-0.7173726666666651,5.5685604442112965e-22,9.24763606594021e-20,Not Significant,6.984601166666668,7.701973833333333,19.033969269933923,Not Significant
PTPRM,PTPRM,-1.1574901666666673,5.68640724314919e-22,9.371802240508381e-20,Downregulated,8.853373249999999,10.010863416666666,19.02817688426224,Transcriptional Driver
ZBED2,ZBED2,-2.3400413333333336,5.783738405110086e-22,9.460543534072926e-20,Downregulated,5.968192833333335,8.308234166666669,19.024083911476907,Transcriptional Driver
LRRN3,LRRN3,-2.1886981666666676,6.131631082132638e-22,9.954748820283249e-20,Downregulated,6.2992835000000005,8.487981666666668,19.001969693681893,Transcriptional Driver
FZD4,FZD4,-0.8085588333333327,6.906652545509929e-22,1.1129942676116184e-19,Not Significant,6.415236916666669,7.223795750000002,18.95350707245869,Not Significant
TSPAN18,TSPAN18,-1.0117520833333327,7.008544227553943e-22,1.1211094093414414e-19,Downregulated,7.118447166666666,8.130199249999999,18.950352002432112,Transcriptional Driver
RXFP1,RXFP1,-1.711909499999999,7.954275823012105e-22,1.263104164449842e-19,Downregulated,4.758761222222224,6.4706707222222235,18.89856083299146,Transcriptional Driver
GPM6B,GPM6B,-2.0594852500000016,9.406874109297499e-22,1.48294598730266e-19,Downregulated,6.670592416666667,8.730077666666668,18.828874666802765,Transcriptional Driver
CD93,CD93,-1.6429041666666677,9.533201239996186e-22,1.4920488703317772e-19,Downregulated,9.179196333333332,10.8221005,18.826216951817887,Transcriptional Driver
ACADL,ACADL,-2.0477257500000006,1.0371498573536407e-21,1.6116567961948896e-19,Downregulated,5.8665847499999995,7.9143105,18.79272743609664,Transcriptional Driver
HSPA12B,HSPA12B,-1.2071211666666688,1.050496477593351e-21,1.6169826673633135e-19,Downregulated,6.440968583333332,7.6480897500000005,18.791294635324775,Transcriptional Driver
BDNF,BDNF,-1.314879583333334,1.0554426052199057e-21,1.6169826673633135e-19,Downregulated,5.341706583333332,6.656586166666666,18.791294635324775,Transcriptional Driver
BMPER,BMPER,-1.3319839999999976,1.2563061095247053e-21,1.911254504385312e-19,Downregulated,4.385394166666666,5.717378166666664,18.71868147804666,Transcriptional Driver
TOX3,TOX3,2.3246731250000012,1.2919875726996658e-21,1.9518881697278632e-19,Upregulated,8.160113541666668,5.835440416666667,18.70954506815568,Transcriptional Driver
RBMS2,RBMS2,-0.5827273333333318,1.3803430356614007e-21,2.0709905338492254e-19,Not Significant,7.426837861111111,8.009565194444443,18.683821886189328,Not Significant
RMI2,RMI2,1.5316533333333302,1.704867357292889e-21,2.5403691341032057e-19,Upregulated,8.110736,6.579082666666669,18.595103172649264,Transcriptional Driver
OTUD1,OTUD1,-0.8051407777777762,1.7425425815984166e-21,2.578844480453983e-19,Not Significant,6.946782555555555,7.751923333333331,18.588574847593428,Not Significant
FXYD6,FXYD6,-1.4187385000000017,1.763630056378183e-21,2.5924170186829303e-19,Downregulated,9.149661666666667,10.568400166666668,18.586295136155847,Transcriptional Driver
CASKIN2,CASKIN2,-1.1868860833333361,2.114728594635281e-21,3.08764567626111e-19,Downregulated,8.127042499999998,9.313928583333334,18.51037254307516,Transcriptional Driver
PLPP2,PLPP2,1.9042388333333378,2.1445595260370044e-21,3.110326165929002e-19,Upregulated,8.919337333333337,7.015098499999999,18.50719406607423,Transcriptional Driver
MIR3934,MIR3934,0.7283865833333358,2.4236848667938345e-21,3.491871806430455e-19,Not Significant,7.723432750000002,6.995046166666667,18.45694170848932,Not Significant
SDPR,SDPR,-2.703668666666668,2.9982121413677645e-21,4.2830790096224673e-19,Downregulated,7.622812833333335,10.326481500000003,18.368243914133302,Transcriptional Driver
PIR-FIGF,PIR-FIGF,-2.8550514999999974,3.0122320775556768e-21,4.2830790096224673e-19,Downregulated,7.3247058333333355,10.179757333333333,18.368243914133302,Transcriptional Driver
STK39,STK39,1.376742833333335,3.113531760606562e-21,4.369992480773919e-19,Upregulated,9.399554166666668,8.022811333333333,18.35951931029759,Transcriptional Driver
ITIH5,ITIH5,-1.318555916666666,3.1044607980234327e-21,4.369992480773919e-19,Downregulated,6.934834416666666,8.253390333333332,18.35951931029759,Transcriptional Driver
SCN4B,SCN4B,-1.9784399999999938,3.418609136916638e-21,4.767425754719325e-19,Downregulated,7.2213443333333345,9.199784333333328,18.321716061693973,Transcriptional Driver
TMEM74B,TMEM74B,-0.9927148333333298,3.465821016130777e-21,4.802480013116246e-19,Not Significant,6.547958833333335,7.540673666666665,18.31853443390227,Not Significant
GPD1,GPD1,-0.5021222083333354,3.553397739107368e-21,4.892668849005113e-19,Not Significant,5.426048749999999,5.928170958333334,18.310454177642196,Not Significant
ADCY4,ADCY4,-0.9482008333333329,3.5930244285476226e-21,4.916116128493933e-19,Not Significant,7.448756500000002,8.396957333333335,18.308377866760274,Not Significant
PEAK1,PEAK1,-0.6255935000000026,3.713065570514893e-21,5.048608842909469e-19,Not Significant,8.399441916666664,9.025035416666666,18.29682827635278,Not Significant
ERG,ERG,-1.3004937916666668,3.788792458017575e-21,5.119576392805735e-19,Downregulated,6.033399208333336,7.333893000000002,18.290765972203435,Transcriptional Driver
JTB,JTB,0.451312222222219,4.608922190866096e-21,6.189327300141477e-19,Not Significant,12.301713333333332,11.850401111111113,18.208356550610322,Not Significant
KLF6,KLF6,-1.2977227000000013,5.029207382221518e-21,6.71229488344964e-19,Downregulated,9.604687466666666,10.902410166666668,18.17312897240554,Transcriptional Driver
C12orf49,C12orf49,-0.6021764333333355,5.311398383551139e-21,7.045699502082623e-19,Not Significant,7.156763866666665,7.758940300000001,18.152075883347553,Not Significant
SNCA,SNCA,-0.6817731999999959,6.285293153760138e-21,8.287063791518291e-19,Not Significant,6.46338116666667,7.145154366666666,18.08159931806498,Not Significant
MYZAP,MYZAP,-1.2567295000000005,6.3257363353124775e-21,8.290144215344756e-19,Downregulated,7.063586416666666,8.320315916666667,18.081437914397416,Transcriptional Driver
