,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
SMIM15,SMIM15,0.2940370138400956,0.2246272563140447,0.35016859851003396,Not Significant,paired_ttest,3.405232101316931,3.1111950874768355,0.4557228020140547,Not Significant
DHCR24,DHCR24,0.488655191275301,0.22462104711465278,0.35016859851003396,Not Significant,paired_ttest,5.47653627244634,4.987881081171039,0.4557228020140547,Not Significant
KLRG1,KLRG1,0.2616064307004966,0.22462151941472583,0.35016859851003396,Not Significant,paired_ttest,2.5110472988772505,2.249440868176754,0.4557228020140547,Not Significant
CLDN17,CLDN17,-0.2335334899465947,0.22465503294945385,0.3501729160554602,Not Significant,paired_ttest,0.07236495768861204,0.30589844763520674,0.4557174472375206,Not Significant
FKBP7,FKBP7,-0.2599886559955964,0.22469404367624068,0.3501729160554602,Not Significant,paired_ttest,1.7474108021229147,2.007399458118511,0.4557174472375206,Not Significant
HIST1H4G,HIST1H4G,-0.2974376978081461,0.22469970747681892,0.3501729160554602,Not Significant,paired_ttest,0.04387829943861202,0.3413159972467581,0.4557174472375206,Not Significant
KCTD12,KCTD12,-0.3106552773012612,0.22472354074300355,0.35017386049007976,Not Significant,paired_ttest,3.897717568419225,4.208372845720486,0.45571627592422975,Not Significant
ZFYVE9,ZFYVE9,-0.2660372616276492,0.22492435999592392,0.35045056338347963,Not Significant,paired_ttest,2.4624094046598746,2.7284466662875237,0.45537323750911507,Not Significant
CDYL,CDYL,0.25409584509487004,0.2249714576034817,0.3504877229337698,Not Significant,paired_ttest,4.087034318595327,3.832938473500457,0.45532719012385686,Not Significant
PVRL1,PVRL1,-0.3543933546423714,0.2252401667193587,0.3508700923187696,Not Significant,paired_ttest,4.525438054022489,4.87983140866486,0.4548536488677523,Not Significant
TNKS2,TNKS2,0.2835028201511589,0.22535481557152023,0.35101241859244126,Not Significant,paired_ttest,2.9611360752344376,2.6776332550832787,0.454677518204367,Not Significant
DFNA5,DFNA5,-0.3284826395783331,0.22543439178936345,0.3511000920058309,Not Significant,paired_ttest,2.84157278178096,3.1700554213592933,0.4545690567277008,Not Significant
SEPSECS,SEPSECS,-0.25074172812125406,0.22545909618477042,0.35110229667199655,Not Significant,paired_ttest,2.214508362742409,2.465250090863663,0.4545663296667691,Not Significant
PPP1R16B,PPP1R16B,0.2918904933615307,0.2255727779490649,0.3512430489940201,Not Significant,paired_ttest,2.556803621274782,2.264913127913251,0.4543922615734431,Not Significant
FBL,FBL,0.35512604369704626,0.22570548164268836,0.3514133885412754,Not Significant,paired_ttest,6.0318406021843,5.676714558487253,0.45418169628742205,Not Significant
C5orf15,C5orf15,0.2576946228943475,0.22573572000266942,0.35142417541927345,Not Significant,paired_ttest,3.475133376839216,3.2174387539448683,0.4541683655213046,Not Significant
