gene,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
CLCF1,CLCF1,-0.010580776605346287,0.9173669110017926,0.9363422423300739,Not Significant,welch_ttest,8.094959296917356,8.105540073522702,0.02856538332543546,Not Significant
CCDC148-AS1,CCDC148-AS1,-0.020727049000230924,0.917828659130487,0.9367558737078162,Not Significant,welch_ttest,2.3292543480791923,2.349981397079423,0.02837357508402256,Not Significant
C5orf17,C5orf17,0.02873178714806013,0.9179907752166038,0.9368636620147293,Not Significant,welch_ttest,5.031925710009798,5.003193922861738,0.028323605636047498,Not Significant
ZFAND5,ZFAND5,-0.008490315774782431,0.9180654566739648,0.9368822103560248,Not Significant,welch_ttest,13.157877779727025,13.166368095501808,0.028315007413212523,Not Significant
CYP2C19,CYP2C19,0.01923059859141496,0.9182355872202284,0.9369981558414197,Not Significant,welch_ttest,5.480766671264002,5.461536072672587,0.028261263870688495,Not Significant
/KIAA1257,/KIAA1257,-0.015415677641652525,0.9183815256965131,0.9370894021815611,Not Significant,welch_ttest,3.7958584487122033,3.811274126353856,0.028218973656574466,Not Significant
FOXP2,FOXP2,0.024943605246914302,0.9184829669426953,0.9371234548097708,Not Significant,welch_ttest,8.646399373652333,8.621455768405418,0.028203192238287617,Not Significant
PCSK9,PCSK9,0.017692166118489894,0.9185454658399792,0.9371234548097708,Not Significant,welch_ttest,5.763947151456055,5.746254985337565,0.028203192238287617,Not Significant
LOC440792,LOC440792,-0.017985533225751027,0.9185844624588899,0.9371234548097708,Not Significant,welch_ttest,5.024535191497939,5.04252072472369,0.028203192238287617,Not Significant
SPRR2C,SPRR2C,0.022781469752007677,0.9189628457910682,0.9374517924823671,Not Significant,welch_ttest,3.27091360202781,3.2481321322758023,0.028051056183921456,Not Significant
FAM66D,FAM66D,-0.020987661313329742,0.9192394739990808,0.9376762937679808,Not Significant,welch_ttest,3.9305417726148315,3.9515294339281613,0.02794706363994219,Not Significant
LOC100505784,LOC100505784,-0.028806742468630464,0.9193692491436484,0.9377509782098855,Not Significant,welch_ttest,3.3998525465690084,3.428659289037639,0.027912474145052116,Not Significant
ASPN,ASPN,0.0195776975829407,0.919431426343499,0.9377567082169791,Not Significant,welch_ttest,9.300873767692872,9.281296070109931,0.02790982045242262,Not Significant
VENTXP1,VENTXP1,0.026106518391749045,0.919719382140027,0.937992701967254,Not Significant,welch_ttest,3.3653528465539457,3.3392463281621967,0.027800540626991388,Not Significant
PDLIM4,PDLIM4,0.022698891001406984,0.9200060894297368,0.9382273934521489,Not Significant,welch_ttest,7.605773493536442,7.583074602535035,0.027691891095286702,Not Significant
GRIK1,GRIK1,-0.0172152526863405,0.9201155160538519,0.9382812753658198,Not Significant,welch_ttest,5.663310359668072,5.680525612354413,0.02766695050409524,Not Significant
LOC101927210,LOC101927210,-0.014196938152357674,0.9201851385704521,0.9382945631917649,Not Significant,welch_ttest,5.8020148908458005,5.816211828998158,0.027660800121716938,Not Significant
PAX3,PAX3,0.026435920665389023,0.9203088664007355,0.9383630161075085,Not Significant,welch_ttest,3.7724220833382236,3.7459861626728346,0.027629117492004664,Not Significant
TAS2R7,TAS2R7,0.021815286810038526,0.9207097301255058,0.938454396981548,Not Significant,welch_ttest,3.141544214687031,3.1197289278769924,0.02758682652741596,Not Significant
LOC101926997,LOC101926997,0.011534300357540772,0.9204595449571051,0.938454396981548,Not Significant,welch_ttest,6.088497994120882,6.076963693763341,0.02758682652741596,Not Significant
LOC102723448,LOC102723448,-0.026394291159169025,0.9205961924719975,0.938454396981548,Not Significant,welch_ttest,3.349847888603881,3.37624217976305,0.02758682652741596,Not Significant
DANT2,DANT2,-0.022062765047372146,0.9207056026174576,0.938454396981548,Not Significant,welch_ttest,3.865744703461235,3.887807468508607,0.02758682652741596,Not Significant
SLC31A2,SLC31A2,-0.010089578134978794,0.9207567848958716,0.938454396981548,Not Significant,welch_ttest,9.882970410055844,9.893059988190823,0.02758682652741596,Not Significant
LOC440346,LOC440346,0.02556150350458708,0.920829960110281,0.938454396981548,Not Significant,welch_ttest,3.091835876204934,3.066274372700347,0.02758682652741596,Not Significant
/TEX41,/TEX41,-0.02208630320876992,0.9208513018391318,0.938454396981548,Not Significant,welch_ttest,8.317186039580953,8.339272342789723,0.02758682652741596,Not Significant
LINC00901,LINC00901,0.02136471529166739,0.9205495962188983,0.938454396981548,Not Significant,welch_ttest,2.2424433388611797,2.2210786235695124,0.02758682652741596,Not Significant
LOC101929054,LOC101929054,-0.018676226944475793,0.9211413454100297,0.9386922868407063,Not Significant,welch_ttest,5.2932426636952306,5.311918890639706,0.027476750682436275,Not Significant
LOC441052,LOC441052,0.021075790263630267,0.9214026486812538,0.9389008613567198,Not Significant,welch_ttest,4.655698716557109,4.634622926293479,0.027380262514240857,Not Significant
C17orf50,C17orf50,-0.01698848452445212,0.9216350897850181,0.9390800017598083,Not Significant,welch_ttest,3.954320671027567,3.971309155552019,0.0272974079012773,Not Significant
OR10H3,OR10H3,0.011388275316518204,0.9238241380476564,0.9412526398838654,Not Significant,welch_ttest,5.814430345453633,5.803042070137114,0.026293792745678207,Not Significant
ADAM20,ADAM20,-0.017610517834931727,0.9239860846763922,0.9413597937774723,Not Significant,welch_ttest,5.302076193793969,5.319686711628901,0.02624435469467411,Not Significant
OR2K2,OR2K2,-0.0223422361020158,0.9241484323093686,0.941467343022386,Not Significant,welch_ttest,3.622515934397898,3.644858170499914,0.02619473989707874,Not Significant
MKNK1-AS1,MKNK1-AS1,0.01972763094933594,0.9249379759807161,0.9422137897370529,Not Significant,welch_ttest,5.434342667719196,5.4146150367698604,0.025850543949531794,Not Significant
BLK,BLK,-0.02021365331486269,0.9251441719297311,0.9423659378629318,Not Significant,welch_ttest,5.132190715385442,5.152404368700305,0.02578041999491534,Not Significant
LOC100129935,LOC100129935,-0.018498078090079417,0.9252071812807912,0.9423722242066297,Not Significant,welch_ttest,5.612809456605061,5.63130753469514,0.025777522908800875,Not Significant
CACNG2,CACNG2,-0.017698753713018434,0.9254086201961292,0.9424616045977777,Not Significant,welch_ttest,5.539916675933259,5.557615429646278,0.025736333696147935,Not Significant
CTBP1-AS2,CTBP1-AS2,0.00745012091530306,0.9254013147919409,0.9424616045977777,Not Significant,welch_ttest,8.185015824587426,8.177565703672123,0.025736333696147935,Not Significant
LOC100505478,LOC100505478,-0.01581899014032473,0.9257799382647065,0.9427818547035707,Not Significant,welch_ttest,4.469813008478228,4.485631998618553,0.025588784736965582,Not Significant
ABCB8,ABCB8,0.021847965565890526,0.9259460072286401,0.9428627525993487,Not Significant,welch_ttest,5.768438103012572,5.746590137446682,0.025551520546651597,Not Significant
ADCY1,ADCY1,0.010467163628835152,0.9259731122180455,0.9428627525993487,Not Significant,welch_ttest,7.3612590947405785,7.350791931111743,0.025551520546651597,Not Significant
LOC100996694,LOC100996694,-0.019496259376977854,0.9262716011632788,0.9431087661070475,Not Significant,welch_ttest,3.6935039699338352,3.713000229310813,0.02543821840140336,Not Significant
ZNF80,ZNF80,-0.021663263004365163,0.9266497786676027,0.9434358815049956,Not Significant,welch_ttest,3.9709431196900127,3.992606382694378,0.02528761034250797,Not Significant
PDILT,PDILT,0.0219030205616062,0.9269362449441718,0.9436695899038665,Not Significant,welch_ttest,2.9819574568175398,2.9600544362559336,0.02518004002377297,Not Significant
CYP2C18,CYP2C18,-0.02165192021818818,0.9272291499558788,0.9439098241707171,Not Significant,welch_ttest,4.359939514494389,4.381591434712577,0.025069493769408608,Not Significant
CTNNA2,CTNNA2,-0.019635469894496715,0.9273804780165409,0.9440059138945388,Not Significant,welch_ttest,4.320218411213172,4.339853881107668,0.025025284977651652,Not Significant
KLK11,KLK11,0.017314575139722344,0.9275387825441199,0.9441090929204683,Not Significant,welch_ttest,5.597158287554386,5.579843712414664,0.02497781956215292,Not Significant
C11orf53,C11orf53,-0.015211960428711535,0.9278962059423361,0.9441830793251463,Not Significant,welch_ttest,5.276087322453574,5.291299282882285,0.024943786812585605,Not Significant
RTKN2,RTKN2,0.0227900563218415,0.9278919885681471,0.9441830793251463,Not Significant,welch_ttest,3.6172720333062407,3.594481976984399,0.024943786812585605,Not Significant
CELA2B,CELA2B,-0.018780029296790346,0.9278215569052651,0.9441830793251463,Not Significant,welch_ttest,4.826468994529007,4.845249023825797,0.024943786812585605,Not Significant
WNT11,WNT11,0.011795424707561342,0.9278126154389619,0.9441830793251463,Not Significant,welch_ttest,3.438554473206907,3.4267590484993455,0.024943786812585605,Not Significant
SPTY2D1-AS1,SPTY2D1-AS1,0.02188368712798816,0.9276800565319717,0.9441830793251463,Not Significant,welch_ttest,4.3788656601558955,4.356981973027907,0.024943786812585605,Not Significant
DNAI2,DNAI2,0.01757669160020825,0.9281456839662054,0.9443587070375977,Not Significant,welch_ttest,4.6845554088338845,4.666978717233676,0.024863011108116062,Not Significant
C12orf50,C12orf50,0.015286886631797447,0.9281827195346618,0.9443587070375977,Not Significant,welch_ttest,2.7519132893154,2.7366264026836027,0.024863011108116062,Not Significant
TCP10,TCP10,0.018846972797384787,0.9284358711024074,0.944558307840579,Not Significant,welch_ttest,5.14400409392561,5.125157121128225,0.024771227798464975,Not Significant
B3GNT4,B3GNT4,0.009761274215266624,0.9286772789012535,0.94474593718142,Not Significant,welch_ttest,8.139915966638862,8.130154692423595,0.024684967062161695,Not Significant
RACGAP1P,RACGAP1P,0.024197658810181544,0.929444213988309,0.9454681310464546,Not Significant,welch_ttest,3.232159658890996,3.2079620000808147,0.024353105363550342,Not Significant
MMP3,MMP3,0.023390820314251215,0.9297009752439336,0.9456223504935054,Not Significant,welch_ttest,4.887394334004115,4.864003513689863,0.02428227146569233,Not Significant
CKMT2-AS1,CKMT2-AS1,-0.007801341350047508,0.9297098875388801,0.9456223504935054,Not Significant,welch_ttest,8.618514449464925,8.626315790814973,0.02428227146569233,Not Significant
/MSH6,/MSH6,-0.014422462475107256,0.9298106451197041,0.9456668197819098,Not Significant,welch_ttest,2.951652489870224,2.9660749523453314,0.024261848606115608,Not Significant
GS1-279B7.1,GS1-279B7.1,0.019054732327330015,0.9301929845221092,0.9459976497194731,Not Significant,welch_ttest,5.181421543898104,5.162366811570774,0.024109942578261906,Not Significant
MIR133A1HG,MIR133A1HG,0.01984206194638105,0.9303232703001423,0.9460721185952135,Not Significant,welch_ttest,4.460359493562523,4.440517431616142,0.024075756289398904,Not Significant
BTF3P11,BTF3P11,0.02365697901426511,0.9304299134182292,0.94612253691961,Not Significant,welch_ttest,3.398657779175193,3.3750008001609277,0.024052612370232238,Not Significant
VWA8-AS1,VWA8-AS1,-0.02085118056325941,0.9306154881933293,0.9462532070554028,Not Significant,welch_ttest,2.739908311732958,2.7607594922962173,0.023992635572077595,Not Significant
FCF1,FCF1,0.007014939022335298,0.9309880601901095,0.9465739889588529,Not Significant,welch_ttest,8.034733000693148,8.027718061670813,0.023845433743838983,Not Significant
NANOS3,NANOS3,-0.01350733226832368,0.9311771277184107,0.9467081663950975,Not Significant,welch_ttest,4.271586683928472,4.285094016196796,0.02378387660076899,Not Significant
SYT14,SYT14,-0.025433186241486716,0.9313115687152266,0.9467867931386631,Not Significant,welch_ttest,2.8501339093874316,2.8755670956289183,0.023747808735144878,Not Significant
C11orf72,C11orf72,-0.008779373111157618,0.9313769211187634,0.9467913979614292,Not Significant,welch_ttest,7.079086634315616,7.087866007426774,0.023745696491640107,Not Significant
C19orf45,C19orf45,0.016182659071424688,0.931487411552885,0.9467913979614292,Not Significant,welch_ttest,4.703385280812089,4.687202621740664,0.023745696491640107,Not Significant
TMEM59L,TMEM59L,0.012486593060214268,0.9314651138541541,0.9467913979614292,Not Significant,welch_ttest,4.138323966050475,4.125837372990261,0.023745696491640107,Not Significant
LOC100505685,LOC100505685,-0.021994473452365604,0.9317442089811929,0.9469943594009794,Not Significant,welch_ttest,4.093299787792629,4.115294261244995,0.02365260778482034,Not Significant
ELOVL3,ELOVL3,0.021672362748612173,0.9318690484483823,0.9470051378041175,Not Significant,welch_ttest,3.150192656765653,3.128520294017041,0.023647664804620425,Not Significant
PMS2P5,PMS2P5,0.007019599226772755,0.9318342057397964,0.9470051378041175,Not Significant,welch_ttest,8.423143657997295,8.416124058770523,0.023647664804620425,Not Significant
IGSF11-AS1,IGSF11-AS1,0.023218948356054536,0.932455863422268,0.9474853352663605,Not Significant,welch_ttest,3.0073368266349885,2.984117878278934,0.023427503114174717,Not Significant
ATP8B4,ATP8B4,0.009077499039262804,0.9324182883770128,0.9474853352663605,Not Significant,welch_ttest,7.823278897881959,7.814201398842696,0.023427503114174717,Not Significant
ARHGAP22-IT1,ARHGAP22-IT1,0.017192775494263124,0.9331291147262836,0.94811133240359,Not Significant,welch_ttest,4.31541581087013,4.298223035375867,0.023140662440833386,Not Significant
LOC101929248,LOC101929248,0.013433118434980074,0.9332960267431666,0.9482228153319261,Not Significant,welch_ttest,3.4048896772436255,3.3914565588086454,0.023089599266427795,Not Significant
DDC-AS1,DDC-AS1,-0.01697354727911149,0.9337565129563663,0.9486325358343476,Not Significant,welch_ttest,3.292890675450119,3.3098642227292303,0.02290198416337612,Not Significant
LOC646588,LOC646588,-0.015754071994405372,0.9339278803582994,0.9486903722791695,Not Significant,welch_ttest,5.489019726127051,5.504773798121456,0.022875506805474163,Not Significant
TTC21A,TTC21A,-0.016728270019100044,0.9339147791156548,0.9486903722791695,Not Significant,welch_ttest,4.6608438406160335,4.677572110635134,0.022875506805474163,Not Significant
PDIA2,PDIA2,-0.014267333113212377,0.9342342539702002,0.9488853179873756,Not Significant,welch_ttest,3.313133710917559,3.3274010440307715,0.022786273109999707,Not Significant
RGR,RGR,0.02120773059225911,0.9342092491184889,0.9488853179873756,Not Significant,welch_ttest,4.831603520636895,4.810395790044636,0.022786273109999707,Not Significant
MAGI2-AS2,MAGI2-AS2,0.019748560596253295,0.9343702801781028,0.9489653442788939,Not Significant,welch_ttest,3.6408693980146336,3.6211208374183803,0.02274964749184632,Not Significant
LOC100505978,LOC100505978,0.01585570692103566,0.9345056524918377,0.9490446966994163,Not Significant,welch_ttest,3.866277207873654,3.8504215009526184,0.022713333333717996,Not Significant
PDYN,PDYN,0.013029455552589386,0.9348711608890382,0.9492995986979577,Not Significant,welch_ttest,3.5453745985847265,3.532345143032137,0.022596702717947864,Not Significant
LOC101928668,LOC101928668,-0.014836417124626244,0.93484672627169,0.9492995986979577,Not Significant,welch_ttest,3.876680521628994,3.8915169387536204,0.022596702717947864,Not Significant
RNF128,RNF128,0.010606914698325198,0.9352259825673739,0.9496017386837564,Not Significant,welch_ttest,12.148396360494763,12.137789445796438,0.022458498876474983,Not Significant
FAM47E,FAM47E,-0.0176114259794522,0.9356081909825055,0.9499316476723785,Not Significant,welch_ttest,4.906019631708421,4.9236310576878735,0.022307643244498625,Not Significant
LOC105379186,LOC105379186,0.015701196945415496,0.9359528565122538,0.9502234009535955,Not Significant,welch_ttest,5.424624075590381,5.408922878644965,0.022174278505450576,Not Significant
HIPK1-AS1,HIPK1-AS1,0.022329334568337522,0.9360644502669222,0.9502654793526202,Not Significant,welch_ttest,3.687705103777474,3.6653757692091364,0.022155047225861303,Not Significant
AKR1C3,AKR1C3,0.008509766217246195,0.9361089308966433,0.9502654793526202,Not Significant,welch_ttest,13.208431478811143,13.199921712593897,0.022155047225861303,Not Significant
DCAKD,DCAKD,0.006850449042326012,0.9365904861855792,0.9506961100132792,Not Significant,welch_ttest,7.965731956828465,7.958881507786139,0.021958283099844326,Not Significant
TCAM1P,TCAM1P,0.021034829975250524,0.9367433629637115,0.9507930797635957,Not Significant,welch_ttest,3.627324003634928,3.6062891736596776,0.021913987894026793,Not Significant
LOC105369860,LOC105369860,0.020336567957341734,0.9368212939611159,0.9508139724458436,Not Significant,welch_ttest,1.9686954831490806,1.9483589151917389,0.02190444483243344,Not Significant
KCNQ2,KCNQ2,-0.01637129797134662,0.9370428756187026,0.9509806499209212,Not Significant,welch_ttest,5.137914750082654,5.154286048054001,0.021828319779793402,Not Significant
COL12A1,COL12A1,-0.013897004517447797,0.9375919988606553,0.9514797001536089,Not Significant,welch_ttest,10.111497580527113,10.12539458504456,0.021600472963210285,Not Significant
DNTT,DNTT,-0.009305406613325573,0.9379232821587246,0.9517249409239004,Not Significant,welch_ttest,6.088542383707281,6.097847790320607,0.02148854940904698,Not Significant
NF1,NF1,0.01420102911344756,0.9379484640950864,0.9517249409239004,Not Significant,welch_ttest,5.406107582999553,5.3919065538861055,0.02148854940904698,Not Significant
HCRT,HCRT,0.016574793285531797,0.9384299392808465,0.9521552165275342,Not Significant,welch_ttest,5.167377325618963,5.150802532333431,0.02129224889842308,Not Significant
RTN4R,RTN4R,0.008403429381358407,0.9385584614040425,0.952227346106904,Not Significant,welch_ttest,6.49327450775138,6.484871078370022,0.021259350594340806,Not Significant
/ZNF780B,/ZNF780B,0.010821258797786726,0.9387575231556772,0.9523710294267348,Not Significant,welch_ttest,6.343696562527252,6.332875303729465,0.02119382405198516,Not Significant
TSTD2,TSTD2,-0.016058997700749256,0.9389370624117318,0.9524447969879872,Not Significant,welch_ttest,2.514388817902431,2.53044781560318,0.021160186317179364,Not Significant
LOC101927746,LOC101927746,-0.01840925002931071,0.9389451270668667,0.9524447969879872,Not Significant,welch_ttest,3.732737823396594,3.751147073425905,0.021160186317179364,Not Significant
ANKRD20A5P,ANKRD20A5P,0.013770189912321484,0.9399324361038809,0.9533879720177624,Not Significant,welch_ttest,5.64439942984849,5.630629239936169,0.02073033145162965,Not Significant
/CSH1,/CSH1,0.017131705828654198,0.940271431044927,0.9536734768902484,Not Significant,welch_ttest,4.823312418966467,4.806180713137813,0.020600295587631125,Not Significant
LOC401134,LOC401134,-0.01802652892980472,0.940761489193502,0.9541121538309435,Not Significant,welch_ttest,3.971364475531969,3.9893910044617735,0.020400571913260293,Not Significant
RNASE7,RNASE7,-0.01801896158592564,0.9408676944328017,0.9541615006236376,Not Significant,welch_ttest,3.7500495608625304,3.768068522448456,0.02037811073247376,Not Significant
RBM6,RBM6,0.008510238461342468,0.941454524300355,0.954698227088678,Not Significant,welch_ttest,10.36194887537704,10.353438636915698,0.02013388393590263,Not Significant
CCR8,CCR8,0.015302889874307724,0.9415175927593622,0.9547037910800701,Not Significant,welch_ttest,4.532065177713893,4.516762287839585,0.020131352870431926,Not Significant
C9,C9,-0.018881715221912287,0.941761706336941,0.9548929238665902,Not Significant,welch_ttest,5.290823576321656,5.309705291543568,0.020045324940913264,Not Significant
NAT6,NAT6,0.014045724638044987,0.9420009691355963,0.955077115408071,Not Significant,welch_ttest,5.855626975346438,5.841581250708393,0.01996156093552944,Not Significant
LINC01487,LINC01487,0.0153166143816299,0.9420613369372418,0.9550799172324489,Not Significant,welch_ttest,2.5893021480752725,2.5739855336936426,0.019960286886489736,Not Significant
KRTAP7-1,KRTAP7-1,0.014451328092914828,0.9426461704952586,0.9556143996827506,Not Significant,welch_ttest,4.90679674240654,4.892345414313625,0.019717314703195158,Not Significant
LOC400794,LOC400794,0.011883437541071906,0.9432102915680555,0.9560857862393204,Not Significant,welch_ttest,5.858628315675651,5.846744878134579,0.019503138248102136,Not Significant
IER2,IER2,0.010644829495850772,0.9432264900794067,0.9560857862393204,Not Significant,welch_ttest,12.428010584921571,12.41736575542572,0.019503138248102136,Not Significant
DHRS7C,DHRS7C,-0.011389991913358877,0.9433535412522787,0.9561561140703497,Not Significant,welch_ttest,4.191022356734061,4.20241234864742,0.019471193556429924,Not Significant
IFNK,IFNK,0.019842428463344497,0.9438826972497857,0.9566339703161224,Not Significant,welch_ttest,2.396868779804146,2.3770263513408016,0.01925420128248051,Not Significant
NAV2-AS5,NAV2-AS5,-0.014096981536461772,0.9440207451112423,0.9567154006078482,Not Significant,welch_ttest,2.156591922344238,2.1706889038807,0.019217234979394354,Not Significant
LOC101929004,LOC101929004,0.01655210410617558,0.9447589027410462,0.9574049634769602,Not Significant,welch_ttest,3.47320519217761,3.4566530880714343,0.018904325334259075,Not Significant
MRPL43,MRPL43,0.011151554440370859,0.944912252323889,0.9575018422888448,Not Significant,welch_ttest,8.872201440403021,8.86104988596265,0.018860381750870025,Not Significant
DEFB127,DEFB127,0.01635292014231382,0.945292231647708,0.9578283444795576,Not Significant,welch_ttest,4.388189870161119,4.371836950018805,0.018712315269060302,Not Significant
LOXL4,LOXL4,-0.008318552048011796,0.9457550328843997,0.9582387219031622,Not Significant,welch_ttest,8.620112599504669,8.62843115155268,0.01852628352056751,Not Significant
LRFN4,LRFN4,0.013666452424205389,0.9459506397040583,0.9583783444114444,Not Significant,welch_ttest,5.870285523794903,5.856619071370698,0.018463008194400936,Not Significant
LOC100507534,LOC100507534,-0.017678066706375617,0.9466314422946076,0.9590094899941705,Not Significant,welch_ttest,3.0731937158582703,3.090871782564646,0.01817709519460304,Not Significant
CYAT1,CYAT1,-0.011662294483854474,0.9468212935362642,0.9591432178671265,Not Significant,welch_ttest,3.720891066032145,3.7325533605159995,0.018116539768377012,Not Significant
FKBP5,FKBP5,-0.011674761193232186,0.9469189018251701,0.95918349170707,Not Significant,welch_ttest,12.158453626554197,12.170128387747429,0.018098304390255275,Not Significant
SLC39A3,SLC39A3,0.00564086266033037,0.9470131056382418,0.9592203122659936,Not Significant,welch_ttest,8.40278294746284,8.39714208480251,0.018081633274893674,Not Significant
MPP3,MPP3,-0.008031363054759488,0.9473157638790877,0.9594280562927003,Not Significant,welch_ttest,6.571604702297305,6.579636065352065,0.01798758572946724,Not Significant
AADACL2,AADACL2,0.018915647742687725,0.9473339390571651,0.9594280562927003,Not Significant,welch_ttest,3.5989252186595047,3.580009570916817,0.01798758572946724,Not Significant
CNFN,CNFN,0.016948736603151104,0.9474268271396307,0.9594635227201976,Not Significant,welch_ttest,4.91567508274194,4.898726346138789,0.017971531801329647,Not Significant
PTCH2,PTCH2,-0.009485107079273636,0.9477802594871807,0.9597628230805263,Not Significant,welch_ttest,3.821283204749331,3.8307683118286047,0.017836076703747712,Not Significant
MIR4755,MIR4755,-0.012537081969026254,0.9478709900774955,0.9597960800955708,Not Significant,welch_ttest,5.455973146711686,5.468510228680712,0.017821028102638407,Not Significant
LOC101929319,LOC101929319,-0.014421377495298593,0.9480407290624301,0.959909330556036,Not Significant,welch_ttest,4.420731365515445,4.435152743010744,0.017769786855062412,Not Significant
DNAJC27-AS1,DNAJC27-AS1,-0.015336632321609756,0.9488471917031807,0.9606672226696834,Not Significant,welch_ttest,4.719336417212486,4.734673049534096,0.01742702688606507,Not Significant
LOC101930541,LOC101930541,-0.015132279381059988,0.9490851295744788,0.9606760677392915,Not Significant,welch_ttest,4.243926910782528,4.259059190163588,0.017423028261829576,Not Significant
PSD,PSD,-0.01293329901377227,0.9492032538088245,0.9606760677392915,Not Significant,welch_ttest,4.858439552515605,4.871372851529378,0.017423028261829576,Not Significant
TONSL,TONSL,-0.012561544617843978,0.9491636198632715,0.9606760677392915,Not Significant,welch_ttest,6.03315468585078,6.045716230468624,0.017423028261829576,Not Significant
FSCB,FSCB,-0.015138236511027081,0.9490689426388679,0.9606760677392915,Not Significant,welch_ttest,3.2120423782232157,3.227180614734243,0.017423028261829576,Not Significant
LOC105379143,LOC105379143,-0.016499042375364592,0.9489986244012181,0.9606760677392915,Not Significant,welch_ttest,3.5346186842390317,3.5511177266143963,0.017423028261829576,Not Significant
RAG2,RAG2,-0.017195941593020958,0.9492035791136957,0.9606760677392915,Not Significant,welch_ttest,3.817960772719909,3.83515671431293,0.017423028261829576,Not Significant
LOC162137,LOC162137,0.012674330521232235,0.9492934462959212,0.9607083769508864,Not Significant,welch_ttest,4.839024127422718,4.826349796901486,0.017408422426594034,Not Significant
ZNF484,ZNF484,0.011840524072435521,0.9493950280668965,0.9607525369475796,Not Significant,welch_ttest,5.349660655704721,5.337820131632285,0.017388460071128608,Not Significant
MDGA2,MDGA2,0.016037694449830386,0.9496977045555292,0.960824258087056,Not Significant,welch_ttest,3.3575510230834364,3.341513328633606,0.017356040762979835,Not Significant
IGFL1,IGFL1,-0.014444756924854474,0.9496407491661886,0.960824258087056,Not Significant,welch_ttest,4.580969890085221,4.595414647010076,0.017356040762979835,Not Significant
OR51B2,OR51B2,0.00690439952871813,0.9495507602287232,0.960824258087056,Not Significant,welch_ttest,6.450987023339987,6.444082623811269,0.017356040762979835,Not Significant
LINC00355,LINC00355,0.013006070417813653,0.9496023286478728,0.960824258087056,Not Significant,welch_ttest,2.222668508620895,2.209662438203081,0.017356040762979835,Not Significant
FLJ32154,FLJ32154,-0.007529251371782397,0.9503312203053736,0.9614065307622853,Not Significant,welch_ttest,2.472359305839055,2.4798885572108373,0.017092932067586383,Not Significant
ANKRD24,ANKRD24,-0.00949792161023666,0.9506066167128037,0.9616264615679246,Not Significant,welch_ttest,4.467655004640906,4.477152926251143,0.01699359447318517,Not Significant
LOC101927588,LOC101927588,0.013377570229933688,0.9507804332002827,0.9617436143286369,Not Significant,welch_ttest,4.874800429794771,4.861422859564837,0.016940688588646797,Not Significant
GPR32,GPR32,-0.011434099318659463,0.9510083950105046,0.9619155191114059,Not Significant,welch_ttest,4.487285503480647,4.498719602799307,0.01686306849736315,Not Significant
DGKI,DGKI,0.011263837868996873,0.9511029459666224,0.9619524702084181,Not Significant,welch_ttest,6.255613146030677,6.24434930816168,0.016846385796030497,Not Significant
SLFNL1-AS1,SLFNL1-AS1,0.01050722690983319,0.9514712561137226,0.9622662819547103,Not Significant,welch_ttest,3.3269632267282687,3.3164559998184355,0.016704731723876612,Not Significant
CACNA1I,CACNA1I,-0.01093623806552646,0.9519557247860014,0.9626975246692225,Not Significant,welch_ttest,5.8903002422131365,5.901236480278663,0.016510144860723823,Not Significant
PLAC4,PLAC4,-0.01417996041346381,0.9520487271166871,0.9627328553058473,Not Significant,welch_ttest,4.597149224632264,4.611329185045728,0.016494206709243963,Not Significant
NEMP2,NEMP2,0.007493311825365723,0.9525829512939062,0.9632143277705046,Not Significant,welch_ttest,6.344077411209771,6.336584099384405,0.016277065927001896,Not Significant
SMIM17,SMIM17,0.009038838057143117,0.9527716584889508,0.9633463896662279,Not Significant,welch_ttest,6.281996819638914,6.272957981581771,0.016217525885358748,Not Significant
SYNJ2,SYNJ2,-0.004845854813657624,0.9532900056964896,0.963761146311156,Not Significant,welch_ttest,8.357768068351112,8.36261392316477,0.01603058610992499,Not Significant
POU3F4,POU3F4,-0.012293862803955946,0.9533562461187738,0.963761146311156,Not Significant,welch_ttest,5.1512391810699025,5.1635330438738585,0.01603058610992499,Not Significant
CST6,CST6,0.012953217628094649,0.9533409490783346,0.963761146311156,Not Significant,welch_ttest,5.949662089019111,5.9367088713910166,0.01603058610992499,Not Significant
ZNF577,ZNF577,0.004828342581715717,0.9535557290831908,0.9639040353736924,Not Significant,welch_ttest,7.976330588487776,7.97150224590606,0.015966201555919265,Not Significant
/FOXD4,/FOXD4,-0.010340760765502388,0.9538300162319118,0.9640049783069246,Not Significant,welch_ttest,3.879108956284082,3.8894497170495845,0.01592072331123155,Not Significant
/MXD4,/MXD4,-0.007254331528235625,0.9537987238762836,0.9640049783069246,Not Significant,welch_ttest,9.164865807220345,9.17212013874858,0.01592072331123155,Not Significant
DAZL,DAZL,-0.015775198707149496,0.9537918117178699,0.9640049783069246,Not Significant,welch_ttest,3.7242182631498144,3.739993461856964,0.01592072331123155,Not Significant
SYT17,SYT17,0.008014864832998292,0.9540127203293145,0.9641308608472531,Not Significant,welch_ttest,7.981956941696826,7.973942076863827,0.015864015592200402,Not Significant
NEUROD1,NEUROD1,0.013416635704093238,0.9544144191199175,0.9644780318771398,Not Significant,welch_ttest,4.390020959154716,4.376604323450623,0.015707659925943952,Not Significant
